TimeStep,KilobotID,X,Y,Theta,Neighbors,CoMX,CoMY,EstimateHeading,EstimateError
1527,0,528,305,2.3,0,528,305,0,0
1530,0,527,305,2.3,0,527,305,0,0
1533,0,527,306,2.3,0,527,306,0,0
1536,0,526,307,2.3,0,526,307,0,0
1539,0,526,307,2.3,0,526,307,0,0
1542,0,525,308,2.3,0,525,308,0,0
1545,0,525,308,2.3,0,525,308,0,0
1548,0,524,309,2.3,0,524,309,0,0
1551,0,524,310,2.3,0,524,310,0,0
1554,0,523,310,2.3,0,523,310,0,0
1557,0,523,311,2.3,0,523,311,0,0
1560,0,522,311,2.3,0,522,311,0,0
1563,0,522,312,2.3,0,522,312,0,0
1566,0,521,313,2.3,0,521,313,0,0
1569,0,521,313,2.3,0,521,313,0,0
1572,0,520,314,2.3,0,520,314,0,0
1575,0,519,314,2.3,0,519,314,0,0
1578,0,519,315,2.3,0,519,315,0,0
1581,0,518,315,2.3,0,518,315,0,0
1584,0,518,316,2.3,0,518,316,0,0
1587,0,517,317,2.3,0,517,317,0,0
1590,0,517,317,2.3,0,517,317,0,0
1593,0,516,318,2.3,0,516,318,0,0
1596,0,516,318,2.3,0,516,318,0,0
1599,0,515,319,2.3,0,515,319,0,0
1602,0,515,320,2.3,0,515,320,0,0
1605,0,514,320,2.3,0,514,320,0,0
1608,0,514,321,2.3,0,514,321,0,0
1611,0,513,321,2.3,0,513,321,0,0
1614,0,512,322,2.3,0,512,322,0,0
1617,0,512,323,2.3,0,512,323,0,0
1620,0,511,323,2.3,0,511,323,0,0
1623,0,511,324,2.3,0,511,324,0,0
1626,0,510,324,2.3,0,510,324,0,0
1629,0,510,325,2.3,0,510,325,0,0
1632,0,509,326,2.3,0,509,326,0,0
1635,0,509,326,2.3,0,509,326,0,0
1638,0,508,327,2.3,0,508,327,0,0
1641,0,508,327,2.3,0,508,327,0,0
1644,0,507,328,2.3,0,507,328,0,0
1647,0,507,329,2.3,0,507,329,0,0
1650,0,506,329,2.3,0,506,329,0,0
1653,0,506,330,2.3,0,506,330,0,0
1656,0,505,330,2.3,0,505,330,0,0
1659,0,504,331,2.3,0,504,331,0,0
1662,0,504,332,2.3,0,504,332,0,0
1665,0,503,332,2.3,0,503,332,0,0
1668,0,503,333,2.3,0,503,333,0,0
1671,0,502,333,2.3,0,502,333,0,0
1674,0,502,334,2.3,0,502,334,0,0
1677,0,501,334,2.3,0,501,334,0,0
1680,0,501,335,2.3,0,501,335,0,0
1683,0,500,336,2.3,0,500,336,0,0
1686,0,500,336,2.3,0,500,336,0,0
1689,0,499,337,2.3,0,499,337,0,0
1692,0,499,337,1.72,0,499,337,0,0
1695,0,499,337,1.72,0,499,337,0,0
1698,0,499,337,1.72,0,499,337,0,0
1701,0,499,337,1.72,0,499,337,0,0
1704,0,499,337,1.72,0,499,337,0,0
1707,0,499,338,1.72,0,499,338,0,0
1710,0,499,338,1.72,0,499,338,0,0
1713,0,499,339,1.72,0,499,339,0,0
1716,0,498,340,1.72,0,498,340,0,0
1719,0,498,341,1.72,0,498,341,0,0
1722,0,498,342,1.72,0,498,342,0,0
1725,0,498,342,1.72,0,498,342,0,0
1728,0,498,343,1.72,0,498,343,0,0
1731,0,498,344,1.72,0,498,344,0,0
1734,0,498,345,1.72,0,498,345,0,0
1737,0,498,346,1.72,0,498,346,0,0
1740,0,498,346,1.72,0,498,346,0,0
1743,0,497,347,1.72,0,497,347,0,0
1746,0,497,348,1.72,0,497,348,0,0
1749,0,497,349,1.72,0,497,349,0,0
1752,0,497,349,1.72,0,497,349,0,0
1755,0,497,350,1.72,0,497,350,0,0
1758,0,497,351,1.72,0,497,351,0,0
1761,0,497,352,1.72,0,497,352,0,0
1764,0,497,353,1.72,0,497,353,0,0
1767,0,496,353,1.72,0,496,353,0,0
1770,0,496,354,1.72,0,496,354,0,0
1773,0,496,355,1.72,0,496,355,0,0
1776,0,496,356,1.72,0,496,356,0,0
1779,0,496,357,1.72,0,496,357,0,0
1782,0,496,357,1.72,0,496,357,0,0
1785,0,496,358,1.72,0,496,358,0,0
1788,0,496,359,1.72,0,496,359,0,0
1791,0,495,360,1.72,0,495,360,0,0
1794,0,495,361,1.72,0,495,361,0,0
1797,0,495,361,1.72,0,495,361,0,0
1800,0,495,362,1.72,0,495,362,0,0
1803,0,495,363,1.72,0,495,363,0,0
1806,0,495,364,1.72,0,495,364,0,0
1809,0,495,364,1.72,0,495,364,0,0
1812,0,495,365,1.72,0,495,365,0,0
1815,0,494,366,1.72,0,494,366,0,0
1818,0,494,367,1.72,0,494,367,0,0
1821,0,494,368,1.72,0,494,368,0,0
1824,0,494,368,1.72,0,494,368,0,0
1827,0,494,369,1.72,0,494,369,0,0
1830,0,494,370,1.72,0,494,370,0,0
1833,0,494,371,1.72,0,494,371,0,0
1836,0,494,372,1.72,0,494,372,0,0
1839,0,494,372,1.72,0,494,372,0,0
1842,0,493,373,1.72,0,493,373,0,0
1845,0,493,374,1.72,0,493,374,0,0
1848,0,493,375,1.72,0,493,375,0,0
1851,0,493,376,1.72,0,493,376,0,0
1854,0,493,376,1.72,0,493,376,0,0
1857,0,493,377,1.72,0,493,377,0,0
1860,0,493,378,1.72,0,493,378,0,0
1863,0,493,379,1.72,0,493,379,0,0
1866,0,492,380,1.72,0,492,380,0,0
1869,0,492,380,1.72,0,492,380,0,0
1872,0,492,381,1.72,0,492,381,0,0
1875,0,492,382,1.72,0,492,382,0,0
1878,0,492,383,1.72,0,492,383,0,0
1881,0,492,383,1.72,0,492,383,0,0
1884,0,492,384,1.72,0,492,384,0,0
1887,0,492,385,1.72,0,492,385,0,0
1890,0,491,386,1.72,0,491,386,0,0
1893,0,491,387,1.72,0,491,387,0,0
1896,0,491,387,1.72,0,491,387,0,0
1899,0,491,388,1.72,0,491,388,0,0
1902,0,491,389,1.72,0,491,389,0,0
1905,0,491,390,1.72,0,491,390,0,0
1908,0,491,391,1.72,0,491,391,0,0
1911,0,491,391,1.72,0,491,391,0,0
1914,0,490,392,1.72,0,490,392,0,0
1917,0,490,393,1.72,0,490,393,0,0
1920,0,490,394,1.72,0,490,394,0,0
1923,0,490,395,1.72,0,490,395,0,0
1926,0,490,395,1.72,0,490,395,0,0
1929,0,490,396,1.72,0,490,396,0,0
1932,0,490,397,1.72,0,490,397,0,0
1935,0,490,398,1.72,0,490,398,0,0
1938,0,490,398,1.72,0,490,398,0,0
1941,0,489,399,1.72,0,489,399,0,0
1944,0,489,400,1.72,0,489,400,0,0
1947,0,489,401,1.72,0,489,401,0,0
1950,0,489,402,1.72,0,489,402,0,0
1953,0,489,402,1.72,0,489,402,0,0
1956,0,489,403,1.72,0,489,403,0,0
1959,0,489,404,1.72,0,489,404,0,0
1962,0,489,405,1.72,0,489,405,0,0
1965,0,488,406,1.72,0,488,406,0,0
1968,0,488,406,1.72,0,488,406,0,0
1971,0,488,407,1.72,0,488,407,0,0
1974,0,488,408,1.72,0,488,408,0,0
1977,0,488,409,1.72,0,488,409,0,0
1980,0,488,410,1.72,0,488,410,0,0
1983,0,488,410,1.72,0,488,410,0,0
1986,0,488,411,1.72,0,488,411,0,0
1989,0,487,412,1.72,0,487,412,0,0
1992,0,487,413,1.72,0,487,413,0,0
1995,0,487,414,1.72,0,487,414,0,0
1998,0,487,414,1.72,0,487,414,0,0
2001,0,487,415,1.72,0,487,415,0,0
2004,0,487,416,1.72,0,487,416,0,0
2007,0,487,417,1.72,0,487,417,0,0
2010,0,487,417,1.72,0,487,417,0,0
2013,0,486,418,1.72,0,486,418,0,0
2016,0,486,419,1.72,0,486,419,0,0
2019,0,486,420,1.72,0,486,420,0,0
2022,0,486,421,1.72,0,486,421,0,0
2025,0,486,421,1.72,0,486,421,0,0
2028,0,486,422,1.72,0,486,422,0,0
2031,0,486,423,1.72,0,486,423,0,0
2034,0,486,424,1.72,0,486,424,0,0
2037,0,485,425,1.72,0,485,425,0,0
2040,0,485,425,1.72,0,485,425,0,0
2043,0,485,426,1.72,0,485,426,0,0
2046,0,485,427,1.72,0,485,427,0,0
2049,0,485,428,1.72,0,485,428,0,0
2052,0,485,429,1.72,0,485,429,0,0
2055,0,485,429,1.72,0,485,429,0,0
2058,0,485,430,1.72,0,485,430,0,0
2061,0,485,431,1.72,0,485,431,0,0
2064,0,484,432,1.72,0,484,432,0,0
2067,0,484,432,1.72,0,484,432,0,0
2070,0,484,433,1.72,0,484,433,0,0
2073,0,484,434,1.72,0,484,434,0,0
2076,0,484,435,1.72,0,484,435,0,0
2079,0,484,436,1.72,0,484,436,0,0
2082,0,484,436,1.72,0,484,436,0,0
2085,0,484,437,1.72,0,484,437,0,0
2088,0,483,438,1.72,0,483,438,0,0
2091,0,483,439,1.72,0,483,439,0,0
2094,0,483,440,1.72,0,483,440,0,0
2097,0,483,440,1.72,0,483,440,0,0
2100,0,483,441,1.72,0,483,441,0,0
2103,0,483,442,1.72,0,483,442,0,0
2106,0,483,443,1.72,0,483,443,0,0
2109,0,483,444,4.41,0,483,444,0,0
2112,0,483,444,4.41,0,483,444,0,0
2115,0,483,444,4.41,0,483,444,0,0
2118,0,483,444,4.41,0,483,444,0,0
2121,0,483,444,4.41,0,483,444,0,0
2124,0,483,444,4.41,0,483,444,0,0
2127,0,482,443,4.41,0,482,443,0,0
2130,0,482,442,4.41,0,482,442,0,0
2133,0,482,441,4.41,0,482,441,0,0
2136,0,482,441,4.41,0,482,441,0,0
2139,0,481,440,4.41,0,481,440,0,0
2142,0,481,439,4.41,0,481,439,0,0
2145,0,481,438,4.41,0,481,438,0,0
2148,0,481,437,4.41,0,481,437,0,0
2151,0,480,437,4.41,0,480,437,0,0
2154,0,480,436,4.41,0,480,436,0,0
2157,0,480,435,4.41,0,480,435,0,0
2160,0,480,434,4.41,0,480,434,0,0
2163,0,479,434,4.41,0,479,434,0,0
2166,0,479,433,4.41,0,479,433,0,0
2169,0,479,432,4.41,0,479,432,0,0
2172,0,479,431,4.41,0,479,431,0,0
2175,0,479,431,4.41,0,479,431,0,0
2178,0,478,430,4.41,0,478,430,0,0
2181,0,478,429,4.41,0,478,429,0,0
2184,0,478,428,4.41,0,478,428,0,0
2187,0,478,428,4.41,0,478,428,0,0
2190,0,477,427,4.41,0,477,427,0,0
2193,0,477,426,4.41,0,477,426,0,0
2196,0,477,425,4.41,0,477,425,0,0
2199,0,477,424,4.41,0,477,424,0,0
2202,0,476,424,4.41,0,476,424,0,0
2205,0,476,423,4.41,0,476,423,0,0
2208,0,476,422,4.41,0,476,422,0,0
2211,0,476,421,4.41,0,476,421,0,0
2214,0,475,421,4.41,0,475,421,0,0
2217,0,475,420,4.41,0,475,420,0,0
2220,0,475,419,4.41,0,475,419,0,0
2223,0,475,418,4.41,0,475,418,0,0
2226,0,474,418,4.41,0,474,418,0,0
2229,0,474,417,4.41,0,474,417,0,0
2232,0,474,416,4.41,0,474,416,0,0
2235,0,474,415,4.41,0,474,415,0,0
2238,0,473,415,4.41,0,473,415,0,0
2241,0,473,414,4.41,0,473,414,0,0
2244,0,473,413,4.41,0,473,413,0,0
2247,0,473,412,4.41,0,473,412,0,0
2250,0,473,412,4.41,0,473,412,0,0
2253,0,472,411,4.41,0,472,411,0,0
2256,0,472,410,4.41,0,472,410,0,0
2259,0,472,409,4.41,0,472,409,0,0
2262,0,472,408,4.41,0,472,408,0,0
2265,0,471,408,4.41,0,471,408,0,0
2268,0,471,407,4.41,0,471,407,0,0
2271,0,471,406,4.41,0,471,406,0,0
2274,0,471,405,4.41,0,471,405,0,0
2277,0,470,405,4.41,0,470,405,0,0
2280,0,470,404,4.41,0,470,404,0,0
2283,0,470,403,4.41,0,470,403,0,0
2286,0,470,402,4.41,0,470,402,0,0
2289,0,469,402,4.41,0,469,402,0,0
2292,0,469,401,4.41,0,469,401,0,0
2295,0,469,400,4.41,0,469,400,0,0
2298,0,469,399,4.41,0,469,399,0,0
2301,0,468,399,4.41,0,468,399,0,0
2304,0,468,398,4.41,0,468,398,0,0
2307,0,468,397,4.41,0,468,397,0,0
2310,0,468,396,4.41,0,468,396,0,0
2313,0,467,395,4.41,0,467,395,0,0
2316,0,467,395,4.41,0,467,395,0,0
2319,0,467,394,4.41,0,467,394,0,0
2322,0,467,393,4.41,0,467,393,0,0
2325,0,467,392,4.41,0,467,392,0,0
2328,0,466,392,4.41,0,466,392,0,0
2331,0,466,391,4.41,0,466,391,0,0
2334,0,466,390,4.41,0,466,390,0,0
2337,0,466,389,4.41,0,466,389,0,0
2340,0,465,389,4.41,0,465,389,0,0
2343,0,465,388,4.41,0,465,388,0,0
2346,0,465,387,4.41,0,465,387,0,0
2349,0,465,386,4.41,0,465,386,0,0
2352,0,464,386,4.41,0,464,386,0,0
2355,0,464,385,4.41,0,464,385,0,0
2358,0,464,384,4.41,0,464,384,0,0
2361,0,464,383,4.41,0,464,383,0,0
2364,0,463,383,4.41,0,463,383,0,0
2367,0,463,382,4.41,0,463,382,0,0
2370,0,463,381,4.41,0,463,381,0,0
2373,0,463,380,4.41,0,463,380,0,0
2376,0,462,379,4.41,0,462,379,0,0
2379,0,462,379,4.41,0,462,379,0,0
2382,0,462,378,4.41,0,462,378,0,0
2385,0,462,377,4.41,0,462,377,0,0
2388,0,461,376,4.41,0,461,376,0,0
2391,0,461,376,4.41,0,461,376,0,0
2394,0,461,375,4.41,0,461,375,0,0
2397,0,461,374,4.41,0,461,374,0,0
2400,0,461,373,4.41,0,461,373,0,0
2403,0,460,373,4.41,0,460,373,0,0
2406,0,460,372,4.41,0,460,372,0,0
2409,0,460,371,4.41,0,460,371,0,0
2412,0,460,370,4.41,0,460,370,0,0
2415,0,459,370,4.41,0,459,370,0,0
2418,0,459,369,4.41,0,459,369,0,0
2421,0,459,368,4.41,0,459,368,0,0
2424,0,459,367,4.41,0,459,367,0,0
2427,0,458,366,4.41,0,458,366,0,0
2430,0,458,366,4.41,0,458,366,0,0
2433,0,458,365,4.41,0,458,365,0,0
2436,0,458,364,4.41,0,458,364,0,0
2439,0,457,363,4.41,0,457,363,0,0
2442,0,457,363,4.41,0,457,363,0,0
2445,0,457,362,4.41,0,457,362,0,0
2448,0,457,361,4.41,0,457,361,0,0
2451,0,456,360,4.41,0,456,360,0,0
2454,0,456,360,4.41,0,456,360,0,0
2457,0,456,359,4.41,0,456,359,0,0
2460,0,456,359,5.66,0,456,359,0,0
2463,0,456,359,5.66,0,456,359,0,0
2466,0,456,359,5.66,0,456,359,0,0
2469,0,456,359,5.66,0,456,359,0,0
2472,0,456,359,5.66,0,456,359,0,0
2475,0,456,358,5.66,0,456,358,0,0
2478,0,457,358,5.66,0,457,358,0,0
2481,0,458,357,5.66,0,458,357,0,0
2484,0,458,357,5.66,0,458,357,0,0
2487,0,459,356,5.66,0,459,356,0,0
2490,0,460,356,5.66,0,460,356,0,0
2493,0,460,355,5.66,0,460,355,0,0
2496,0,461,355,5.66,0,461,355,0,0
2499,0,461,355,5.66,0,461,355,0,0
2502,0,462,354,5.66,0,462,354,0,0
2505,0,463,354,5.66,0,463,354,0,0
2508,0,463,353,5.66,0,463,353,0,0
2511,0,464,353,5.66,0,464,353,0,0
2514,0,465,352,5.66,0,465,352,0,0
2517,0,465,352,5.66,0,465,352,0,0
2520,0,466,351,5.66,0,466,351,0,0
2523,0,467,351,5.66,0,467,351,0,0
2526,0,467,350,5.66,0,467,350,0,0
2529,0,468,350,5.66,0,468,350,0,0
2532,0,469,349,5.66,0,469,349,0,0
2535,0,469,349,5.66,0,469,349,0,0
2538,0,470,348,5.66,0,470,348,0,0
2541,0,471,348,5.66,0,471,348,0,0
2544,0,471,348,5.66,0,471,348,0,0
2547,0,472,347,5.66,0,472,347,0,0
2550,0,473,347,5.66,0,473,347,0,0
2553,0,473,346,5.66,0,473,346,0,0
2556,0,474,346,5.66,0,474,346,0,0
2559,0,474,345,5.66,0,474,345,0,0
2562,0,475,345,5.66,0,475,345,0,0
2565,0,476,344,5.66,0,476,344,0,0
2568,0,476,344,5.66,0,476,344,0,0
2571,0,477,343,5.66,0,477,343,0,0
2574,0,478,343,5.66,0,478,343,0,0
2577,0,478,342,5.66,0,478,342,0,0
2580,0,479,342,5.66,0,479,342,0,0
2583,0,480,341,5.66,0,480,341,0,0
2586,0,480,341,5.66,0,480,341,0,0
2589,0,481,341,5.66,0,481,341,0,0
2592,0,482,340,5.66,0,482,340,0,0
2595,0,482,340,5.66,0,482,340,0,0
2598,0,483,339,5.66,0,483,339,0,0
2601,0,484,339,5.66,0,484,339,0,0
2604,0,484,338,5.66,0,484,338,0,0
2607,0,485,338,5.66,0,485,338,0,0
2610,0,486,337,5.66,0,486,337,0,0
2613,0,486,337,5.66,0,486,337,0,0
2616,0,487,336,5.66,0,487,336,0,0
2619,0,487,336,5.66,0,487,336,0,0
2622,0,488,335,5.66,0,488,335,0,0
2625,0,489,335,5.66,0,489,335,0,0
2628,0,489,334,5.66,0,489,334,0,0
2631,0,490,334,5.66,0,490,334,0,0
2634,0,491,334,5.66,0,491,334,0,0
2637,0,491,333,5.66,0,491,333,0,0
2640,0,492,333,5.66,0,492,333,0,0
2643,0,493,332,5.66,0,493,332,0,0
2646,0,493,332,5.66,0,493,332,0,0
2649,0,494,331,5.66,0,494,331,0,0
2652,0,495,331,5.66,0,495,331,0,0
2655,0,495,330,5.66,0,495,330,0,0
2658,0,496,330,5.66,0,496,330,0,0
2661,0,497,329,5.66,0,497,329,0,0
2664,0,497,329,5.66,0,497,329,0,0
2667,0,498,328,5.66,0,498,328,0,0
2670,0,499,328,5.66,0,499,328,0,0
2673,0,499,327,5.66,0,499,327,0,0
2676,0,500,327,5.66,0,500,327,0,0
2679,0,500,327,5.66,0,500,327,0,0
2682,0,501,326,5.66,0,501,326,0,0
2685,0,502,326,5.66,0,502,326,0,0
2688,0,502,325,5.66,0,502,325,0,0
2691,0,503,325,5.66,0,503,325,0,0
2694,0,504,324,5.66,0,504,324,0,0
2697,0,504,324,5.66,0,504,324,0,0
2700,0,505,323,5.66,0,505,323,0,0
2703,0,506,323,5.66,0,506,323,0,0
2706,0,506,322,5.66,0,506,322,0,0
2709,0,507,322,5.66,0,507,322,0,0
2712,0,508,321,5.66,0,508,321,0,0
2715,0,508,321,5.66,0,508,321,0,0
2718,0,509,320,5.66,0,509,320,0,0
2721,0,510,320,5.66,0,510,320,0,0
2724,0,510,320,5.66,0,510,320,0,0
2727,0,511,319,5.66,0,511,319,0,0
2730,0,511,319,5.66,0,511,319,0,0
2733,0,512,318,5.66,0,512,318,0,0
2736,0,513,318,5.66,0,513,318,0,0
2739,0,513,317,5.66,0,513,317,0,0
2742,0,514,317,5.66,0,514,317,0,0
2745,0,515,316,5.66,0,515,316,0,0
2748,0,515,316,5.66,0,515,316,0,0
2751,0,516,315,5.66,0,516,315,0,0
2754,0,517,315,5.66,0,517,315,0,0
2757,0,517,314,5.66,0,517,314,0,0
2760,0,518,314,5.66,0,518,314,0,0
2763,0,519,313,5.66,0,519,313,0,0
2766,0,519,313,5.66,0,519,313,0,0
2769,0,520,312,5.66,0,520,312,0,0
2772,0,521,312,5.66,0,521,312,0,0
2775,0,521,312,5.66,0,521,312,0,0
2778,0,522,311,5.66,0,522,311,0,0
2781,0,523,311,5.66,0,523,311,0,0
2784,0,523,310,5.66,0,523,310,0,0
2787,0,524,310,5.66,0,524,310,0,0
2790,0,524,309,5.66,0,524,309,0,0
2793,0,525,309,5.66,0,525,309,0,0
2796,0,526,308,5.66,0,526,308,0,0
2799,0,526,308,5.66,0,526,308,0,0
2802,0,527,307,5.66,0,527,307,0,0
2805,0,528,307,5.66,0,528,307,0,0
2808,0,528,306,5.66,0,528,306,0,0
2811,0,529,306,5.66,0,529,306,0,0
2814,0,530,305,5.66,0,530,305,0,0
2817,0,530,305,5.66,0,530,305,0,0
2820,0,531,305,5.66,0,531,305,0,0
2823,0,532,304,5.66,0,532,304,0,0
2826,0,532,304,5.66,0,532,304,0,0
2829,0,533,303,5.66,0,533,303,0,0
2832,0,534,303,5.66,0,534,303,0,0
2835,0,534,302,5.66,0,534,302,0,0
2838,0,535,302,5.66,0,535,302,0,0
2841,0,536,301,5.66,0,536,301,0,0
2844,0,536,301,5.66,0,536,301,0,0
2847,0,537,300,5.66,0,537,300,0,0
2850,0,537,300,5.66,0,537,300,0,0
2853,0,538,299,5.66,0,538,299,0,0
2856,0,539,299,5.66,0,539,299,0,0
2859,0,539,298,5.66,0,539,298,0,0
2862,0,540,298,5.66,0,540,298,0,0
2865,0,541,298,1.21,0,541,298,0,0
2868,0,541,298,1.21,0,541,298,0,0
2871,0,541,298,1.21,0,541,298,0,0
2874,0,541,298,1.21,0,541,298,0,0
2877,0,541,298,1.21,0,541,298,0,0
2880,0,541,298,1.21,0,541,298,0,0
2883,0,541,298,1.21,0,541,298,0,0
2886,0,541,299,1.21,0,541,299,0,0
2889,0,542,300,1.21,0,542,300,0,0
2892,0,542,301,1.21,0,542,301,0,0
2895,0,542,301,1.21,0,542,301,0,0
2898,0,542,302,1.21,0,542,302,0,0
2901,0,543,303,1.21,0,543,303,0,0
2904,0,543,304,1.21,0,543,304,0,0
2907,0,543,304,1.21,0,543,304,0,0
2910,0,544,305,1.21,0,544,305,0,0
2913,0,544,306,1.21,0,544,306,0,0
2916,0,544,307,1.21,0,544,307,0,0
2919,0,544,307,1.21,0,544,307,0,0
2922,0,545,308,1.21,0,545,308,0,0
2925,0,545,309,1.21,0,545,309,0,0
2928,0,545,310,1.21,0,545,310,0,0
2931,0,546,310,1.21,0,546,310,0,0
2934,0,546,311,1.21,0,546,311,0,0
2937,0,546,312,1.21,0,546,312,0,0
2940,0,546,313,1.21,0,546,313,0,0
2943,0,547,313,1.21,0,547,313,0,0
2946,0,547,314,1.21,0,547,314,0,0
2949,0,547,315,1.21,0,547,315,0,0
2952,0,548,316,1.21,0,548,316,0,0
2955,0,548,316,1.21,0,548,316,0,0
2958,0,548,317,1.21,0,548,317,0,0
2961,0,548,318,1.21,0,548,318,0,0
2964,0,549,318,1.21,0,549,318,0,0
2967,0,549,319,1.21,0,549,319,0,0
2970,0,549,320,1.21,0,549,320,0,0
2973,0,549,321,1.21,0,549,321,0,0
2976,0,550,321,1.21,0,550,321,0,0
2979,0,550,322,1.21,0,550,322,0,0
2982,0,550,323,1.21,0,550,323,0,0
2985,0,551,324,1.21,0,551,324,0,0
2988,0,551,324,1.21,0,551,324,0,0
2991,0,551,325,1.21,0,551,325,0,0
2994,0,551,326,1.21,0,551,326,0,0
2997,0,552,327,1.21,0,552,327,0,0
3000,0,552,327,1.21,0,552,327,0,0
